id,human_score,cllm_score,c5_score,cllm_abs_error,c5_abs_error,c5_wins,matched_concepts,n_matched_concepts,chain_pct,solo,bloom
342,3.0,1.0,1.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
343,1.0,0.0,0.5,1.0,0.5,1,,0,0%,Prestructural,Remember
344,1.0,0.0,0.5,1.0,0.5,1,,0,0%,Prestructural,Remember
345,4.0,4.0,2.5,0.0,1.5,0,,0,0%,Prestructural,Remember
346,1.0,1.0,0.5,0.0,0.5,0,,0,0%,Prestructural,Remember
347,0.0,0.5,0.5,0.5,0.5,tie,,0,0%,Prestructural,Remember
348,3.0,1.0,1.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
349,0.0,2.0,0.5,2.0,0.5,1,,0,0%,Prestructural,Remember
350,2.0,1.0,1.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
351,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
352,2.0,4.0,3.0,2.0,1.0,1,,0,0%,Prestructural,Remember
353,3.0,4.0,3.0,1.0,0.0,1,,0,0%,Prestructural,Remember
354,3.0,4.0,3.0,1.0,0.0,1,,0,0%,Prestructural,Remember
355,3.0,3.5,3.0,0.5,0.0,1,,0,0%,Prestructural,Remember
356,3.0,3.5,3.0,0.5,0.0,1,,0,0%,Prestructural,Remember
357,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
358,3.0,3.5,3.0,0.5,0.0,1,,0,0%,Prestructural,Remember
359,3.0,1.5,1.0,1.5,2.0,0,,0,0%,Prestructural,Remember
360,3.0,2.0,3.0,1.0,0.0,1,,0,0%,Prestructural,Remember
361,3.0,2.0,3.0,1.0,0.0,1,,0,0%,Prestructural,Remember
362,2.0,1.0,1.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
363,3.0,3.5,3.0,0.5,0.0,1,,0,0%,Prestructural,Remember
364,5.0,5.0,3.0,0.0,2.0,0,,0,0%,Prestructural,Remember
365,2.0,3.5,1.0,1.5,1.0,1,,0,0%,Prestructural,Remember
366,3.0,5.0,2.0,2.0,1.0,1,,0,0%,Prestructural,Remember
367,2.0,1.0,1.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
368,2.0,1.5,1.0,0.5,1.0,0,,0,0%,Prestructural,Remember
369,3.0,1.5,1.0,1.5,2.0,0,,0,0%,Prestructural,Remember
370,4.0,2.5,2.0,1.5,2.0,0,,0,0%,Prestructural,Remember
371,4.0,5.0,2.5,1.0,1.5,0,,0,0%,Prestructural,Remember
372,3.0,1.0,1.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
373,3.0,2.0,1.0,1.0,2.0,0,,0,0%,Prestructural,Remember
374,3.0,1.0,1.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
375,5.0,5.0,5.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
376,4.0,3.5,2.5,0.5,1.5,0,,0,0%,Prestructural,Remember
377,3.0,1.0,1.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
378,4.0,3.0,1.0,1.0,3.0,0,,0,0%,Prestructural,Remember
379,4.0,2.0,1.0,2.0,3.0,0,,0,0%,Prestructural,Remember
380,3.0,3.0,1.0,0.0,2.0,0,,0,0%,Prestructural,Remember
381,5.0,1.0,1.0,4.0,4.0,tie,,0,0%,Prestructural,Remember
382,5.0,4.0,3.0,1.0,2.0,0,,0,0%,Prestructural,Remember
383,5.0,5.0,4.5,0.0,0.5,0,,0,0%,Prestructural,Remember
384,4.0,4.0,4.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
385,4.0,5.0,4.0,1.0,0.0,1,,0,0%,Prestructural,Remember
386,2.0,4.5,1.0,2.5,1.0,1,,0,0%,Prestructural,Remember
387,2.0,1.5,2.5,0.5,0.5,tie,,0,0%,Prestructural,Remember
388,3.0,5.0,4.0,2.0,1.0,1,,0,0%,Prestructural,Understand
389,3.0,1.5,2.5,1.5,0.5,1,,0,0%,Prestructural,Understand
390,3.0,5.0,2.0,2.0,1.0,1,,0,0%,Prestructural,Remember
391,3.0,5.0,4.0,2.0,1.0,1,,0,0%,Prestructural,Understand
392,3.0,5.0,3.0,2.0,0.0,1,,0,0%,Prestructural,Remember
393,3.0,5.0,4.0,2.0,1.0,1,,0,0%,Prestructural,Understand
394,1.0,5.0,2.5,4.0,1.5,1,,0,0%,Prestructural,Understand
395,2.0,5.0,3.0,3.0,1.0,1,,0,0%,Prestructural,Remember
396,1.0,3.0,3.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
397,1.0,4.0,2.5,3.0,1.5,1,,0,0%,Prestructural,Remember
398,2.0,3.0,4.0,1.0,2.0,0,,0,0%,Prestructural,Remember
399,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Remember
400,1.0,5.0,5.0,4.0,4.0,tie,,0,0%,Prestructural,Remember
401,2.0,3.0,3.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
402,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Remember
403,1.0,5.0,5.0,4.0,4.0,tie,,0,0%,Prestructural,Remember
404,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Remember
405,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Remember
406,2.0,2.0,3.0,0.0,1.0,0,,0,0%,Prestructural,Remember
407,1.0,4.5,5.0,3.5,4.0,0,,0,0%,Prestructural,Remember
408,1.0,4.5,5.0,3.5,4.0,0,,0,0%,Prestructural,Remember
409,1.0,1.0,2.0,0.0,1.0,0,,0,0%,Prestructural,Remember
410,2.0,4.0,3.0,2.0,1.0,1,,0,0%,Prestructural,Remember
411,1.0,2.0,2.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
412,0.0,1.5,1.0,1.5,1.0,1,,0,0%,Prestructural,Remember
413,1.0,5.0,3.0,4.0,2.0,1,,0,0%,Prestructural,Remember
414,1.0,2.0,1.0,1.0,0.0,1,,0,0%,Prestructural,Remember
415,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Remember
416,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Remember
417,2.0,5.0,3.0,3.0,1.0,1,,0,0%,Prestructural,Remember
418,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Understand
419,1.0,4.5,4.5,3.5,3.5,tie,,0,0%,Prestructural,Remember
420,2.0,5.0,5.0,3.0,3.0,tie,,0,0%,Prestructural,Remember
421,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
422,1.0,2.5,2.0,1.5,1.0,1,,0,0%,Prestructural,Remember
423,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
424,3.0,2.5,4.0,0.5,1.0,0,,0,0%,Prestructural,Remember
425,4.0,2.0,4.0,2.0,0.0,1,,0,0%,Prestructural,Remember
426,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
427,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
428,2.0,4.0,3.0,2.0,1.0,1,,0,0%,Prestructural,Remember
429,2.0,5.0,2.0,3.0,0.0,1,,0,0%,Prestructural,Remember
430,2.0,3.0,4.5,1.0,2.5,0,,0,0%,Prestructural,Remember
431,2.0,4.0,4.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
432,2.0,2.0,2.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
433,2.0,4.0,2.5,2.0,0.5,1,,0,0%,Prestructural,Understand
434,2.0,1.5,1.0,0.5,1.0,0,,0,0%,Prestructural,Remember
435,2.0,3.0,5.0,1.0,3.0,0,,0,0%,Prestructural,Remember
436,4.0,4.0,3.5,0.0,0.5,0,,0,0%,Prestructural,Remember
437,4.0,5.0,5.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
438,4.0,5.0,5.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
439,4.0,4.0,4.5,0.0,0.5,0,,0,0%,Prestructural,Remember
440,4.0,5.0,5.0,1.0,1.0,tie,,0,0%,Prestructural,Remember
441,4.0,5.0,5.0,1.0,1.0,tie,,0,0%,Prestructural,Analyze
442,5.0,4.0,5.0,1.0,0.0,1,,0,0%,Prestructural,Remember
443,5.0,5.0,5.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
444,5.0,5.0,5.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
445,5.0,5.0,5.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
446,5.0,4.0,4.5,1.0,0.5,1,,0,0%,Prestructural,Analyze
447,5.0,5.0,4.5,0.0,0.5,0,,0,0%,Prestructural,Understand
448,3.0,5.0,5.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
449,3.0,4.0,5.0,1.0,2.0,0,,0,0%,Prestructural,Remember
450,3.0,5.0,5.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
451,3.0,5.0,5.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
452,3.0,5.0,5.0,2.0,2.0,tie,,0,0%,Prestructural,Remember
453,3.0,5.0,5.0,2.0,2.0,tie,,0,0%,Prestructural,Understand
454,2.0,1.0,3.0,1.0,1.0,tie,,0,0%,Prestructural,Analyze
455,2.0,2.0,3.0,0.0,1.0,0,,0,0%,Prestructural,Remember
456,2.0,4.0,4.5,2.0,2.5,0,,0,0%,Prestructural,Analyze
457,2.0,2.0,3.0,0.0,1.0,0,,0,0%,Prestructural,Remember
458,2.0,3.0,4.5,1.0,2.5,0,,0,0%,Prestructural,Remember
459,2.0,3.0,4.5,1.0,2.5,0,,0,0%,Prestructural,Remember
460,1.0,4.0,4.5,3.0,3.5,0,,0,0%,Prestructural,Remember
461,1.0,3.0,2.0,2.0,1.0,1,,0,0%,Prestructural,Remember
462,1.0,4.5,5.0,3.5,4.0,0,,0,0%,Prestructural,Remember
463,1.0,2.0,3.0,1.0,2.0,0,,0,0%,Prestructural,Remember
464,1.0,4.0,4.5,3.0,3.5,0,,0,0%,Prestructural,Remember
465,1.0,1.0,2.0,0.0,1.0,0,,0,0%,Prestructural,Analyze
466,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
467,0.0,2.0,0.0,2.0,0.0,1,,0,0%,Prestructural,Remember
468,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
469,0.0,2.0,0.0,2.0,0.0,1,,0,0%,Prestructural,Remember
470,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
471,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Analyze
472,0.0,1.0,2.0,1.0,2.0,0,,0,0%,Prestructural,Remember
