id,human_score,cllm_score,c5_score,cllm_abs_error,c5_abs_error,c5_wins,matched_concepts,n_matched_concepts,chain_pct,solo,bloom
184,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
185,5.0,3.0,4.0,2.0,1.0,1,neighborhood_function|learning_rate_decay|similarity_matching|weight_initialization|weight_update|weight_topology|som_learning|winning_neuron,8,80%,Relational,Remember
186,2.5,2.0,3.0,0.5,0.5,tie,similarity_matching|weight_initialization|weight_update|input_sampling|weight_topology|winning_neuron,6,60%,Multistructural,Understand
187,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
188,5.0,3.5,4.0,1.5,1.0,1,learning_rate_decay|similarity_matching|weight_initialization|weight_update|input_sampling|weight_topology|som_learning|winning_neuron,8,80%,Relational,Remember
189,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
190,2.5,3.0,3.0,0.5,0.5,tie,decision_boundary|linear_learnable_machine|maximum_margin|support_vectors|support_vector_machine,5,62%,Relational,Remember
191,2.5,2.0,3.0,0.5,0.5,tie,decision_boundary|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
192,2.5,2.5,3.5,0.0,1.0,0,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
193,5.0,3.5,4.5,1.5,0.5,1,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
194,2.5,3.0,2.5,0.5,0.0,1,decision_boundary|maximum_margin|support_vectors|support_vector_machine|quadratic_programming,5,62%,Relational,Remember
195,2.5,3.0,2.5,0.5,0.0,1,decision_boundary|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Analyze
196,2.5,2.0,3.5,0.5,1.0,0,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
197,5.0,4.5,4.5,0.5,0.5,tie,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
198,5.0,4.5,4.5,0.5,0.5,tie,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
199,5.0,4.0,3.5,1.0,1.5,0,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
200,2.5,1.5,3.0,1.0,0.5,1,support_vectors|linear_learnable_machine|support_vector_machine|maximum_margin|non_linearly_separable_data|quadratic_programming,6,75%,Relational,Remember
201,0.0,2.0,3.0,2.0,3.0,0,decision_boundary|linear_learnable_machine|maximum_margin|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
202,2.5,2.5,3.0,0.0,0.5,0,decision_boundary|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
203,5.0,4.0,4.5,1.0,0.5,1,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
204,2.5,3.0,3.5,0.5,1.0,0,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
205,2.5,3.0,3.0,0.5,0.5,tie,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
206,2.5,2.0,2.5,0.5,0.0,1,decision_boundary|linear_learnable_machine|maximum_margin|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
207,2.5,3.5,3.5,1.0,1.0,tie,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
208,5.0,2.5,3.5,2.5,1.5,1,linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
209,2.5,3.0,3.5,0.5,1.0,0,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
210,5.0,3.0,3.0,2.0,2.0,tie,decision_boundary|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
211,2.5,2.5,4.5,0.0,2.0,0,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
212,2.5,2.0,2.0,0.5,0.5,tie,decision_boundary|maximum_margin|support_vectors|support_vector_machine|quadratic_programming,5,62%,Relational,Remember
213,2.5,2.0,2.0,0.5,0.5,tie,decision_boundary|linear_learnable_machine|maximum_margin|kernels|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
214,5.0,2.5,3.0,2.5,2.0,1,decision_boundary|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
215,2.5,2.5,3.5,0.0,1.0,0,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
216,5.0,3.0,3.0,2.0,2.0,tie,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
217,5.0,3.5,4.5,1.5,0.5,1,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Analyze
218,5.0,2.0,2.5,3.0,2.5,1,decision_boundary|linear_learnable_machine|maximum_margin|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
219,5.0,3.5,4.5,1.5,0.5,1,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
220,5.0,2.5,3.5,2.5,1.5,1,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
221,5.0,3.5,3.5,1.5,1.5,tie,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
222,5.0,4.0,4.5,1.0,0.5,1,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
223,5.0,3.0,3.5,2.0,1.5,1,decision_boundary|linear_learnable_machine|maximum_margin|non_linearly_separable_data|support_vectors|support_vector_machine,6,75%,Relational,Remember
224,2.5,1.0,2.5,1.5,0.0,1,decision_boundary|linear_learnable_machine|maximum_margin|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
225,2.5,2.0,3.0,0.5,0.5,tie,decision_boundary|linear_learnable_machine|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,6,75%,Relational,Remember
226,2.5,2.0,2.5,0.5,0.0,1,decision_boundary|linear_learnable_machine|maximum_margin|kernels|support_vectors|support_vector_machine|quadratic_programming,7,88%,Extended Abstract,Remember
227,5.0,4.0,4.5,1.0,0.5,1,decision_boundary|linear_learnable_machine|maximum_margin|kernels|non_linearly_separable_data|support_vectors|support_vector_machine|quadratic_programming,8,100%,Extended Abstract,Remember
228,5.0,3.5,4.5,1.5,0.5,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
229,2.5,2.5,2.5,0.0,0.0,tie,steepest_descent|weight_update|gradient_vector|neural_network_learning,4,57%,Multistructural,Remember
230,5.0,2.5,2.0,2.5,3.0,0,steepest_descent|gradient_vector|local_minima,3,43%,Multistructural,Remember
231,5.0,3.5,4.5,1.5,0.5,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Understand
232,2.5,2.0,2.5,0.5,0.0,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
233,5.0,3.0,4.5,2.0,0.5,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
234,5.0,3.0,3.5,2.0,1.5,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
235,5.0,3.0,4.5,2.0,0.5,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
236,5.0,3.0,3.5,2.0,1.5,1,neural_network_learning|steepest_descent|weight_update|gradient_vector|cost_function|local_minima,6,86%,Extended Abstract,Remember
237,5.0,3.0,3.0,2.0,2.0,tie,gradient_vector|cost_function|local_minima|steepest_descent|neural_network_learning,5,71%,Relational,Understand
238,2.5,1.5,2.5,1.0,0.0,1,steepest_descent|weight_update|gradient_vector|cost_function|local_minima,5,71%,Relational,Analyze
239,2.5,2.5,3.5,0.0,1.0,0,gradient_vector|cost_function|local_minima|steepest_descent|neural_network_learning,5,71%,Relational,Remember
240,2.5,2.0,2.5,0.5,0.0,1,gradient_vector|local_minima|steepest_descent|weight_update|neural_network_learning,5,71%,Relational,Remember
241,5.0,3.0,4.0,2.0,1.0,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
242,5.0,4.0,4.5,1.0,0.5,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
243,5.0,3.5,4.0,1.5,1.0,1,gradient_vector|cost_function|steepest_descent|weight_update|neural_network_learning,5,71%,Relational,Remember
244,5.0,4.5,4.0,0.5,1.0,0,gradient_vector|cost_function|local_minima|steepest_descent|neural_network_learning,5,71%,Relational,Remember
245,5.0,1.0,1.5,4.0,3.5,1,steepest_descent|gradient_vector|neural_network_learning,3,43%,Multistructural,Remember
246,5.0,4.0,4.5,1.0,0.5,1,instability|gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,7,100%,Extended Abstract,Remember
247,5.0,4.0,4.5,1.0,0.5,1,instability|gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,7,100%,Extended Abstract,Remember
248,2.5,2.0,1.5,0.5,1.0,0,instability|gradient_vector|cost_function|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
249,5.0,2.5,1.5,2.5,3.5,0,gradient_vector|cost_function|local_minima|steepest_descent|neural_network_learning,5,71%,Relational,Remember
250,5.0,4.0,4.5,1.0,0.5,1,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
251,5.0,2.5,1.5,2.5,3.5,0,steepest_descent|weight_update|gradient_vector,3,43%,Multistructural,Remember
252,5.0,3.5,3.5,1.5,1.5,tie,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
253,5.0,2.5,2.5,2.5,2.5,tie,steepest_descent|weight_update|cost_function|gradient_vector|neural_network_learning,5,71%,Relational,Understand
254,5.0,2.5,2.5,2.5,2.5,tie,gradient_vector|cost_function|local_minima|steepest_descent,4,57%,Multistructural,Remember
255,5.0,2.5,2.5,2.5,2.5,tie,gradient_vector|cost_function|steepest_descent|weight_update|neural_network_learning,5,71%,Relational,Remember
256,2.5,3.0,3.5,0.5,1.0,0,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
257,5.0,1.0,2.5,4.0,2.5,1,gradient_vector|cost_function|local_minima|steepest_descent|neural_network_learning,5,71%,Relational,Remember
258,5.0,3.0,2.5,2.0,2.5,0,steepest_descent|cost_function|gradient_vector|neural_network_learning,4,57%,Multistructural,Remember
259,2.5,3.0,4.0,0.5,1.5,0,gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,6,86%,Extended Abstract,Remember
260,5.0,3.5,4.5,1.5,0.5,1,instability|gradient_vector|cost_function|local_minima|steepest_descent|weight_update|neural_network_learning,7,100%,Extended Abstract,Remember
261,2.5,3.0,3.5,0.5,1.0,0,neural_network_learning|steepest_descent|weight_update|gradient_vector|cost_function,5,71%,Relational,Remember
262,2.5,2.0,2.5,0.5,0.0,1,instability|steepest_descent|cost_function|gradient_vector|neural_network_learning,5,71%,Relational,Remember
263,5.0,3.0,3.5,2.0,1.5,1,gradient_vector|cost_function|steepest_descent|weight_update|neural_network_learning,5,71%,Relational,Remember
264,2.5,3.0,3.5,0.5,1.0,0,gradient_vector|cost_function|steepest_descent|weight_update|neural_network_learning,5,71%,Relational,Remember
265,5.0,3.0,3.0,2.0,2.0,tie,gradient_vector|cost_function|steepest_descent|weight_update|neural_network_learning,5,71%,Relational,Remember
266,5.0,4.5,4.5,0.5,0.5,tie,shattering|hypothesis|binary_labeling|hypothesis_space|dataset|no_error_classification,6,86%,Extended Abstract,Remember
267,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
268,2.5,0.5,2.0,2.0,0.5,1,shattering|hypothesis|hypothesis_space|dataset|no_error_classification,5,71%,Relational,Remember
269,5.0,3.0,3.0,2.0,2.0,tie,shattering|dataset|no_error_classification|binary_labeling,4,57%,Multistructural,Remember
270,5.0,4.5,5.0,0.5,0.0,1,shattering|hypothesis|binary_labeling|hypothesis_space|dataset|no_error_classification|input_space,7,100%,Extended Abstract,Remember
271,2.5,1.5,0.5,1.0,2.0,0,hypothesis|input_space,2,29%,Multistructural,Remember
272,5.0,1.5,2.5,3.5,2.5,1,shattering|hypothesis|hypothesis_space|dataset|no_error_classification,5,71%,Relational,Remember
273,0.0,1.5,2.0,1.5,2.0,0,shattering|hypothesis|binary_labeling|hypothesis_space|no_error_classification,5,71%,Relational,Remember
274,5.0,0.5,1.0,4.5,4.0,1,shattering|hypothesis_space|dataset|hypothesis,4,57%,Multistructural,Remember
275,5.0,0.5,1.0,4.5,4.0,1,shattering|no_error_classification|hypothesis|input_space,4,57%,Multistructural,Remember
276,5.0,0.5,1.0,4.5,4.0,1,shattering|dataset|no_error_classification,3,43%,Multistructural,Remember
277,5.0,1.0,0.5,4.0,4.5,0,shattering|no_error_classification,2,29%,Multistructural,Remember
278,5.0,1.5,2.0,3.5,3.0,1,shattering|hypothesis|hypothesis_space|dataset,4,57%,Multistructural,Remember
279,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
280,0.0,0.5,2.0,0.5,2.0,0,shattering|hypothesis|hypothesis_space|dataset|no_error_classification,5,71%,Relational,Remember
281,5.0,1.0,3.0,4.0,2.0,1,shattering|hypothesis_space|dataset|no_error_classification|input_space|binary_labeling,6,86%,Extended Abstract,Remember
282,5.0,1.0,2.0,4.0,3.0,1,shattering|hypothesis|hypothesis_space|dataset|no_error_classification,5,71%,Relational,Remember
283,2.5,0.5,2.0,2.0,0.5,1,shattering|hypothesis|binary_labeling|hypothesis_space|dataset|no_error_classification,6,86%,Extended Abstract,Remember
284,0.0,0.5,2.0,0.5,2.0,0,shattering|hypothesis|binary_labeling|hypothesis_space|dataset|no_error_classification,6,86%,Extended Abstract,Remember
285,5.0,0.5,2.0,4.5,3.0,1,shattering|hypothesis|hypothesis_space|dataset|no_error_classification,5,71%,Relational,Remember
286,5.0,3.0,1.0,2.0,4.0,0,hypothesis|input_space|no_error_classification,3,43%,Multistructural,Remember
287,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
288,5.0,3.0,3.0,2.0,2.0,tie,shattering|hypothesis|binary_labeling|hypothesis_space|dataset|no_error_classification,6,86%,Extended Abstract,Remember
289,5.0,1.0,2.0,4.0,3.0,1,shattering|hypothesis_space|no_error_classification|hypothesis,4,57%,Multistructural,Remember
290,2.5,1.0,2.0,1.5,0.5,1,shattering|hypothesis|hypothesis_space|dataset|input_space,5,71%,Relational,Remember
291,2.5,0.5,1.0,2.0,1.5,1,hypothesis_space|hypothesis|no_error_classification,3,43%,Multistructural,Remember
292,5.0,2.5,1.5,2.5,3.5,0,shattering|no_error_classification,2,29%,Multistructural,Remember
293,5.0,2.5,2.0,2.5,3.0,0,shattering|hypothesis|binary_labeling|hypothesis_space|dataset|no_error_classification,6,86%,Extended Abstract,Remember
294,0.0,0.5,0.5,0.5,0.5,tie,dataset|no_error_classification,2,29%,Multistructural,Remember
295,0.0,0.5,0.5,0.5,0.5,tie,shattering|no_error_classification,2,29%,Multistructural,Remember
296,5.0,1.0,2.0,4.0,3.0,1,shattering|hypothesis|hypothesis_space|dataset,4,57%,Multistructural,Remember
297,5.0,1.5,1.5,3.5,3.5,tie,shattering|hypothesis|hypothesis_space|dataset|binary_labeling,5,71%,Relational,Remember
298,5.0,1.0,0.5,4.0,4.5,0,shattering|no_error_classification,2,29%,Multistructural,Remember
299,0.0,0.5,0.5,0.5,0.5,tie,no_error_classification,1,14%,Unistructural,Remember
300,5.0,0.5,0.5,4.5,4.5,tie,,0,0%,Prestructural,Remember
301,5.0,1.0,2.5,4.0,2.5,1,shattering|hypothesis|binary_labeling|hypothesis_space|dataset|no_error_classification,6,86%,Extended Abstract,Remember
302,5.0,1.5,1.0,3.5,4.0,0,hypothesis|input_space|no_error_classification,3,43%,Multistructural,Remember
303,0.0,1.0,2.5,1.0,2.5,0,shattering|hypothesis|hypothesis_space|dataset|no_error_classification,5,71%,Relational,Remember
304,5.0,4.0,4.0,1.0,1.0,tie,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
305,5.0,4.0,4.0,1.0,1.0,tie,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
306,2.5,2.5,3.0,0.0,0.5,0,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
307,5.0,4.0,3.0,1.0,2.0,0,widrow_hoff_learning_rule|error_signal|input_signal,3,60%,Multistructural,Remember
308,2.5,3.5,4.0,1.0,1.5,0,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
309,2.5,3.5,4.0,1.0,1.5,0,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
310,5.0,4.0,5.0,1.0,0.0,1,error_signal|widrow_hoff_learning_rule|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
311,5.0,2.5,3.0,2.5,2.0,1,widrow_hoff_learning_rule|error_signal|steepest_descent_method|synaptic_weight_adjustment,4,80%,Relational,Understand
312,5.0,4.5,4.5,0.5,0.5,tie,widrow_hoff_learning_rule|error_signal|steepest_descent_method|synaptic_weight_adjustment,4,80%,Relational,Remember
313,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
314,0.0,1.0,3.0,1.0,3.0,0,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
315,2.5,3.0,3.0,0.5,0.5,tie,widrow_hoff_learning_rule|steepest_descent_method|synaptic_weight_adjustment,3,60%,Multistructural,Remember
316,2.5,3.0,3.0,0.5,0.5,tie,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method,4,80%,Relational,Remember
317,2.5,1.0,2.0,1.5,0.5,1,widrow_hoff_learning_rule|error_signal|steepest_descent_method|synaptic_weight_adjustment,4,80%,Relational,Remember
318,5.0,4.5,4.0,0.5,1.0,0,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
319,2.5,3.0,4.0,0.5,1.5,0,error_signal|steepest_descent_method|synaptic_weight_adjustment|widrow_hoff_learning_rule|input_signal,5,100%,Extended Abstract,Remember
320,5.0,3.0,3.5,2.0,1.5,1,widrow_hoff_learning_rule|error_signal|steepest_descent_method|synaptic_weight_adjustment,4,80%,Relational,Remember
321,2.5,4.5,4.5,2.0,2.0,tie,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
322,5.0,2.0,2.5,3.0,2.5,1,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
323,5.0,4.5,4.5,0.5,0.5,tie,error_signal|steepest_descent_method|synaptic_weight_adjustment|widrow_hoff_learning_rule|input_signal,5,100%,Extended Abstract,Remember
324,2.5,2.0,3.0,0.5,0.5,tie,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
325,5.0,4.0,4.5,1.0,0.5,1,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
326,5.0,4.0,4.5,1.0,0.5,1,error_signal|synaptic_weight_adjustment|widrow_hoff_learning_rule|input_signal,4,80%,Relational,Remember
327,2.5,4.5,4.0,2.0,1.5,1,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
328,5.0,4.0,4.5,1.0,0.5,1,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
329,2.5,3.5,3.5,1.0,1.0,tie,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
330,2.5,4.5,4.0,2.0,1.5,1,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
331,5.0,4.0,4.5,1.0,0.5,1,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
332,2.5,2.5,2.5,0.0,0.0,tie,widrow_hoff_learning_rule|error_signal|steepest_descent_method|synaptic_weight_adjustment,4,80%,Relational,Remember
333,5.0,4.0,4.5,1.0,0.5,1,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
334,5.0,2.5,2.5,2.5,2.5,tie,widrow_hoff_learning_rule|error_signal|steepest_descent_method|synaptic_weight_adjustment,4,80%,Relational,Remember
335,5.0,4.0,4.5,1.0,0.5,1,error_signal|steepest_descent_method|synaptic_weight_adjustment|widrow_hoff_learning_rule|input_signal,5,100%,Extended Abstract,Remember
336,5.0,4.5,5.0,0.5,0.0,1,error_signal|widrow_hoff_learning_rule|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
337,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
338,0.0,1.0,2.0,1.0,2.0,0,widrow_hoff_learning_rule|synaptic_weight_adjustment|error_signal,3,60%,Multistructural,Remember
339,5.0,4.0,4.0,1.0,1.0,tie,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method|synaptic_weight_adjustment,5,100%,Extended Abstract,Remember
340,5.0,4.5,4.0,0.5,1.0,0,widrow_hoff_learning_rule|error_signal|input_signal|synaptic_weight_adjustment,4,80%,Relational,Remember
341,5.0,3.0,4.5,2.0,0.5,1,widrow_hoff_learning_rule|error_signal|input_signal|steepest_descent_method,4,80%,Relational,Remember
342,2.5,4.0,4.5,1.5,2.0,0,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Analyze
343,2.5,2.5,3.0,0.0,0.5,0,error_reduction|weight_update|local_gradient|chain_rule|backpropagation,5,71%,Relational,Remember
344,2.5,2.0,2.0,0.5,0.5,tie,error_reduction|local_gradient|chain_rule|backpropagation,4,57%,Multistructural,Remember
345,5.0,4.5,5.0,0.5,0.0,1,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
346,2.5,3.5,3.5,1.0,1.0,tie,error_reduction|local_gradient|weight_update|multi_layer_perceptron|backpropagation|chain_rule,6,86%,Extended Abstract,Understand
347,5.0,3.5,3.5,1.5,1.5,tie,error_reduction|local_gradient|weight_update|multi_layer_perceptron|backpropagation|chain_rule,6,86%,Extended Abstract,Understand
348,5.0,4.0,4.5,1.0,0.5,1,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
349,5.0,4.5,4.0,0.5,1.0,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
350,2.5,3.5,3.5,1.0,1.0,tie,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
351,5.0,4.0,3.5,1.0,1.5,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
352,2.5,2.5,3.5,0.0,1.0,0,chain_rule|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
353,2.5,3.5,4.5,1.0,2.0,0,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
354,2.5,2.5,4.5,0.0,2.0,0,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
355,5.0,4.0,4.0,1.0,1.0,tie,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Understand
356,5.0,4.5,4.5,0.5,0.5,tie,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
357,2.5,3.0,3.5,0.5,1.0,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
358,2.5,3.0,3.5,0.5,1.0,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
359,5.0,4.0,3.5,1.0,1.5,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
360,5.0,3.5,4.5,1.5,0.5,1,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
361,5.0,4.5,5.0,0.5,0.0,1,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
362,2.5,3.5,4.0,1.0,1.5,0,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
363,5.0,3.5,3.5,1.5,1.5,tie,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
364,5.0,4.0,5.0,1.0,0.0,1,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
